,image,caption,contest_number,rank,from_description,image_description,image_location,image_uncanny_description,explanation,questions
671,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=500x378 at 0x12C075BD0>,I get enough drama at the office.,493,bad,,,,,,
672,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x257 at 0x12C075CC0>,"I don't think of it as destruction, I think of it as population control.",4,bad,,,,,,
673,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=400x257 at 0x12C075CC0>,Remember that time you made me laugh and people came out of my nose?,4,winner,"scene: a city description: Two monsters are rampaging through a city. They're eating the buildings. uncanny: Nothing out of place except two giant monsters. entities: Godzilla, High-rise_building. caption: Remember that time you made me laugh and people came out of my nose?",Two monsters are rampaging through a city. They're eating the buildings.,a city,Nothing out of place except two giant monsters.,"If a human laughs while drinking a liquid like water or milk, the liquid can come out of their nose. Here, the monsters are not consuming liquids, rather, they are eating a whole city, so instead of water/milk coming out, one of the monsters is recalling a time people came out of its nose. Because this occurrence can be embarrassing to the person who has stuff coming out of their nose unless they are in very close company, the dinosaurs may also be close friends or old romantic partners, which makes the quip cute.",['Why are they eating the city?']
674,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=617x350 at 0x12C075D20>,Get a hammer.,451,finalist,,,,,,
675,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=617x350 at 0x12C075D20>,He has no saving grace.,451,bad,,,,,,
676,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12C075D80>,Your doctor says that he wants you to provide a stool sample.,700,bad,,,,,,
677,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12C075D80>,"They didn't specify which one, but your insurance will only cover half.",700,finalist,,,,,,
678,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=640x800 at 0x12C075ED0>,Don't ask for a spoon—he'll know we're tourists.,696,finalist,,,,,,
679,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=640x800 at 0x12C075ED0>,Is it just me or does no one really try anymore?,696,bad,,,,,,
680,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x200 at 0x12C0760E0>,Thank God for TiVo.,54,finalist,,,,,,
681,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x200 at 0x12C0760E0>,Personal best. How'd you do?,54,bad,,,,,,
682,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x456 at 0x12C076140>,It's never done.,574,winner,"scene: the backyard description: Two people are standing in the backyard at the grill. There is a briefcase being cooked on the grill. uncanny: Briefcases are not food and shouldn't be grilled. entities: Barbecue, Suitcase. caption: It's never done.",Two people are standing in the backyard at the grill. There is a briefcase being cooked on the grill.,the backyard,Briefcases are not food and shouldn't be grilled.,"A play on the word ""done."" In the context of barbecue, ""done"" means to be well-cooked. But, the man is barbecuing a briefcase instead of meat, and, as a result the statement becomes a commentary about the drudgery of work --- how work seems to be never finished.",['Why are they cooking a briefcase?']
683,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x456 at 0x12C076140>,I tendered my resignation.,574,bad,,,,,,
684,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12C0761D0>,"Use caution when pulling a wagon, a plow, or other machinery while you're on this medication.",700,finalist,,,,,,
685,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x667 at 0x12C0761D0>,Unfortunately your political affiliation is of no assistance for coverage under your plan.,700,bad,,,,,,
686,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C076290>,She said she couldn't take my gas.,536,bad,,,,,,
687,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C076290>,Where do the voices tell you to go?,536,winner,"scene: a psychiatry office description: A psychiastrist is in her office. She's talking to a car that is on her couch. uncanny: There is a car instead of a patient. entities: Car, Therapy. caption: Where do the voices tell you to go?",A psychiastrist is in her office. She's talking to a car that is on her couch.,a psychiatry office,There is a car instead of a patient.,"A joke about how a self-driving car might be commanded by voices of users of that car. People, particularly with schizophrenia, might go to therapists to help manage voices they hear. But the car isn't schizophrenic --- people are literally giving it verbal commands of what to do, which makes the idea of it getting therapy for the voices funny because we know the car isn't hallucinating.",['Why is the car there?']
688,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=564x436 at 0x12C0762F0>,We've been hacked!,498,winner,"scene: a corporate office description: Two men are startled in the office. A hand with a sword is bursting through the desk. uncanny: Swords don't normally bust out of desks. entities: Sword, Pedestal_desk. caption: We've been hacked!",Two men are startled in the office. A hand with a sword is bursting through the desk.,a corporate office,Swords don't normally bust out of desks.,"A play on the word ""hack"". Usually, when a business is hacked, their computers are hacked virtually by cybercriminals. But here, their security was breached by someone literally hacking a sword through the table.",['Why is there a sword in the office?']
689,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=564x436 at 0x12C0762F0>,It's just my Excaliber app.,498,bad,,,,,,
690,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x674 at 0x12C076350>,Can I hitch a ride back to Costco with you?,685,bad,,,,,,
691,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x674 at 0x12C076350>,Stay calm. I think it just wants to be squeezed.,685,finalist,,,,,,
692,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x319 at 0x12C076410>,Any stiffness?,345,winner,"scene: a morgue description: There is a man at a desk writing something down. Another man is laying behind him in a coffin. uncanny: A dead man would be out of place unless this is a mortuary. entities: Coffin, Wake_(ceremony). caption: Any stiffness?",There is a man at a desk writing something down. Another man is laying behind him in a coffin.,a morgue,A dead man would be out of place unless this is a mortuary.,"A joke about rigor mortis --- doctors will ask people about their symptoms during a checkup, e.g., stiffness in various parts of their body. But here, the doctor's patient is already dead, and when people die, their bodies become stiff in a process called rigor mortis. So, while the person is experiencing stiffness, the doctor weirdly doesn't realize that he's dead, which is absurd/funny.",['Is the man really dead?']
693,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x319 at 0x12C076410>,Damn placebo!,345,bad,,,,,,
694,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x243 at 0x12C076500>,Some heads are going to roll at the Transportation Safety Administration over this.,33,bad,,,,,,
695,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x243 at 0x12C076500>,I just thought of something. What if your parents don't collect dead goldfish anymore?,33,finalist,,,,,,
696,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x206 at 0x12C076560>,Let me guess—the lab results aren't good.,136,finalist,,,,,,
697,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x206 at 0x12C076560>,"So we agree, if he's still moving he's mine.",136,bad,,,,,,
698,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12C076680>,George was never really the same after the Times review.,374,bad,,,,,,
699,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x675 at 0x12C076680>,Will you all please bow your heads for the reading of the menu.,374,finalist,,,,,,
700,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x233 at 0x12C076770>,Hmm. What rhymes with layoffs?,75,finalist,,,,,,
701,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x233 at 0x12C076770>,I always wanted to be a lounge singer.,75,bad,,,,,,
702,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=684x489 at 0x12C076860>,"Sorry, buddy, but we've got the room for the next hour.",233,finalist,,,,,,
703,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=684x489 at 0x12C076860>,This would never have happened while Walt was still alive.,233,bad,,,,,,
704,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x320 at 0x12C0769B0>,Repossession's a bitch. Literally.,162,bad,,,,,,
705,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x320 at 0x12C0769B0>,"Relax, she prefers dachshunds.",162,winner,"scene: the sidewalk description: Two men are talking. One man has a leash with a dog attached. The other one has a leash with no dog. uncanny: The dog is missing from the right man's leash. entities: Leash, Dog, Snake. caption: Relax, she prefers dachshunds.",Two men are talking. One man has a leash with a dog attached. The other one has a leash with no dog.,the sidewalk,The dog is missing from the right man's leash.,"A visual joke about snakes eating dogs: two people are walking their pets, one of their pets is a dog on a leash, whereas the other one is a snake that looks a lot like a leash, but isn't. If the dog owner encountered this snake and the snake's owner, they might fear the snake would eat their dog, but the snake's owner attempts to calm the dog owner by saying that while the snake does eat dogs, it prefers to eat dachshunds, a different type of dog. This probably doesn't comfort the dog owner.",['Why does the right man not have a dog?']
706,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C076A10>,We call it GPS dysfunction.,536,bad,,,,,,
707,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=600x600 at 0x12C076A10>,And are the clowns inside you now?,536,finalist,,,,,,
708,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x728 at 0x12C076AA0>,Try the stairs. This takes an eternity.,709,winner,"scene: an elevator description: A woman is waiting to get on the elevator. But the people in the elevator are on fire. uncanny: It looks like hell is contained within the elevator shaft. entities: Hell, Fire. caption: Try the stairs. This takes an eternity.",A woman is waiting to get on the elevator. But the people in the elevator are on fire.,an elevator,It looks like hell is contained within the elevator shaft.,"The people in the flames are in Hell, i.e., eternal damnation. But they are also in an elevator shaft, and elevators are sometimes slow, and said to ""take an eternity."" The nonchalance of the dammed souls is funny: despite their predicament, they calmly recommend the stairs because the ""hell elevator"" just takes too long (an eternity).",['Why are these people burning?']
709,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x728 at 0x12C076AA0>,That's just not fair on so many levels,709,bad,,,,,,
710,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12C076B00>,We have some very promising new theories about why they became extinct.,329,finalist,,,,,,
711,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=703x618 at 0x12C076B00>,"See, the female one has fewer ribs and a rounder pelvic region.",329,bad,,,,,,
712,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x254 at 0x12C076B60>,It's that new species of performance bird.,103,bad,,,,,,
713,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x254 at 0x12C076B60>,"Honey, do you have any dollar bills?",103,finalist,,,,,,
714,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12C076C80>,Or we could just wear the masks?,721,bad,,,,,,
715,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=800x652 at 0x12C076C80>,This is why nobody likes to play with you.,721,finalist,,,,,,
716,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x395 at 0x12C076D40>,No. Your policy does not cover pre-existing conditions.,194,bad,,,,,,
717,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=465x395 at 0x12C076D40>,"Impressive audition, but we're going with the camel.",194,finalist,,,,,,
718,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x257 at 0x12C076DA0>,It clearly says 'appear...',37,bad,,,,,,
719,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=323x257 at 0x12C076DA0>,He won't get far.,37,finalist,,,,,,
720,<PIL.JpegImagePlugin.JpegImageFile image mode=L size=759x578 at 0x12C076E30>,"Quick, before Bloomberg bans it!",349,winner,"scene: a diner description: A man is shaking violently. A waitress pours him another cup of coffee. A man eating a sandwich stares at them at the diner. uncanny: The man is shaking a lot due to too much coffee. entities: Coffee, Caffeine. caption: Quick, before Bloomberg bans it!",A man is shaking violently. A waitress pours him another cup of coffee. A man eating a sandwich stares at them at the diner.,a diner,The man is shaking a lot due to too much coffee.,"Mayor Bloomberg famously and controversially banned extra large sodas. The caffeine addicted man is worried that his coffee is next, and is trying to get his fix before he can't anymore (even though the other patrons are skeptical that his fears of a coffee ban are founded). It's funny mostly because it's a reference to a current event.",['Why is the man shaking so much?']
